Model,Method,mIoU,SMIYC RA-21,SMIYC RA-21,SMIYC RO-21,SMIYC RO-21,FS L&F,FS L&F,FS Static,FS Static,Road Anomaly,Road Anomaly
,,,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95
EoMT,MSP,60.89,49.67,92.40,1.42,15.33,16.30,61.81,68.48,73.11,20.89
EoMT,MaxLogit,60.87,48.77,92.32,2.20,15.30,15.89,61.97,70.61,72.87,20.74
EoMT,Max Entropy,62.31,48.87,91.82,3.27,18.19,16.09,61.85,69.45,74.42,20.07
