Model,Method,mIoU,SMIYC RA-21,SMIYC RA-21,SMIYC RO-21,SMIYC RO-21,FS L&F,FS L&F,FS Static,FS Static,Road Anomaly,Road Anomaly
,,,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95
EoMT,MSP,81.96,13.72,80.27,8.25,20.77,20.45,46.98,21.10,80.94,18.15
EoMT,MaxLogit,81.96,13.78,79.72,8.48,20.81,20.13,47.59,20.64,80.97,18.01
EoMT,Max Entropy,80.81,13.46,80.32,8.96,22.41,20.14,43.98,20.58,78.28,17.70
