Model,Method,mIoU,SMIYC RA-21,SMIYC RA-21,SMIYC RO-21,SMIYC RO-21,FS L&F,FS L&F,FS Static,FS Static,Road Anomaly,Road Anomaly
,,,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95
EoMT,MSP,68.60,38.32,77.40,21.69,21.33,14.12,56.28,38.41,73.07,27.91
EoMT,MaxLogit,67.84,42.56,77.19,28.95,21.36,13.55,56.42,38.16,72.60,29.36
EoMT,Max Entropy,70.69,38.64,77.17,21.76,23.90,13.92,54.63,38.28,75.89,27.71
