Model,Method,mIoU,SMIYC RA-21,SMIYC RA-21,SMIYC RO-21,SMIYC RO-21,FS L&F,FS L&F,FS Static,FS Static,Road Anomaly,Road Anomaly
,,,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95,AuPRC,FPR95
EoMT,MSP,77.63,7.38,95.80,0.11,13.99,20.89,58.07,75.59,73.72,15.61
EoMT,MaxLogit,77.42,7.42,95.80,0.10,14.05,20.88,58.58,76.06,73.19,15.72
EoMT,Max Entropy,78.62,6.78,95.87,0.10,16.76,20.77,56.95,75.58,74.11,15.26
EoMT,RbA,60.45,96.98,92.22,31.03,14.39,57.48,60.31,86.41,71.75,24.34
